%SeriesCode,Period,Value
A065RC,1959M01,"391,771"
A065RC,1959M02,"393,682"
A065RC,1959M03,"396,493"
A065RC,1959M04,"399,871"
A065RC,1959M05,"402,407"
A065RC,1959M06,"404,810"
A065RC,1959M07,"405,423"
A065RC,1959M08,"403,717"
A065RC,1959M09,"405,080"
A065RC,1959M10,"406,572"
A065RC,1959M11,"409,923"
A065RC,1959M12,"414,606"
A065RC,1960M01,"415,703"
A065RC,1960M02,"416,612"
A065RC,1960M03,"417,638"
A065RC,1960M04,"420,607"
A065RC,1960M05,"422,055"
A065RC,1960M06,"422,568"
A065RC,1960M07,"424,089"
A065RC,1960M08,"424,120"
A065RC,1960M09,"424,918"
A065RC,1960M10,"426,665"
A065RC,1960M11,"426,275"
A065RC,1960M12,"424,408"
A065RC,1961M01,"428,289"
A065RC,1961M02,"430,342"
A065RC,1961M03,"431,860"
A065RC,1961M04,"432,537"
A065RC,1961M05,"436,138"
A065RC,1961M06,"440,457"
A065RC,1961M07,"442,671"
A065RC,1961M08,"443,288"
A065RC,1961M09,"444,338"
A065RC,1961M10,"448,688"
A065RC,1961M11,"452,730"
A065RC,1961M12,"455,565"
A065RC,1962M01,"455,977"
A065RC,1962M02,"459,129"
A065RC,1962M03,"462,901"
A065RC,1962M04,"465,800"
A065RC,1962M05,"466,756"
A065RC,1962M06,"467,695"
A065RC,1962M07,"469,694"
A065RC,1962M08,"471,132"
A065RC,1962M09,"473,667"
A065RC,1962M10,"475,693"
A065RC,1962M11,"477,775"
A065RC,1962M12,"479,836"
A065RC,1963M01,"483,972"
A065RC,1963M02,"481,932"
A065RC,1963M03,"483,718"
A065RC,1963M04,"485,015"
A065RC,1963M05,"487,882"
A065RC,1963M06,"491,252"
A065RC,1963M07,"492,508"
A065RC,1963M08,"494,907"
A065RC,1963M09,"498,166"
A065RC,1963M10,"501,894"
A065RC,1963M11,"503,648"
A065RC,1963M12,"508,379"
A065RC,1964M01,"511,280"
A065RC,1964M02,"514,124"
A065RC,1964M03,"517,042"
A065RC,1964M04,"520,572"
A065RC,1964M05,"523,762"
A065RC,1964M06,"526,349"
A065RC,1964M07,"529,893"
A065RC,1964M08,"533,284"
A065RC,1964M09,"536,307"
A065RC,1964M10,"536,933"
A065RC,1964M11,"541,304"
A065RC,1964M12,"547,457"
A065RC,1965M01,"551,491"
A065RC,1965M02,"552,037"
A065RC,1965M03,"555,418"
A065RC,1965M04,"558,583"
A065RC,1965M05,"562,916"
A065RC,1965M06,"566,193"
A065RC,1965M07,"570,421"
A065RC,1965M08,"572,940"
A065RC,1965M09,"587,241"
A065RC,1965M10,"584,901"
A065RC,1965M11,"590,245"
A065RC,1965M12,"595,536"
A065RC,1966M01,"597,697"
A065RC,1966M02,"603,149"
A065RC,1966M03,"607,858"
A065RC,1966M04,"609,461"
A065RC,1966M05,"612,218"
A065RC,1966M06,"616,748"
A065RC,1966M07,"620,432"
A065RC,1966M08,"625,933"
A065RC,1966M09,"631,693"
A065RC,1966M10,"635,992"
A065RC,1966M11,"640,877"
A065RC,1966M12,"642,013"
A065RC,1967M01,"648,038"
A065RC,1967M02,"649,576"
A065RC,1967M03,"653,878"
A065RC,1967M04,"654,432"
A065RC,1967M05,"656,892"
A065RC,1967M06,"661,591"
A065RC,1967M07,"667,239"
A065RC,1967M08,"672,473"
A065RC,1967M09,"675,043"
A065RC,1967M10,"677,808"
A065RC,1967M11,"684,359"
A065RC,1967M12,"687,357"
A065RC,1968M01,"694,326"
A065RC,1968M02,"702,461"
A065RC,1968M03,"710,768"
A065RC,1968M04,"716,187"
A065RC,1968M05,"722,600"
A065RC,1968M06,"728,274"
A065RC,1968M07,"734,957"
A065RC,1968M08,"741,360"
A065RC,1968M09,"747,434"
A065RC,1968M10,"751,994"
A065RC,1968M11,"757,959"
A065RC,1968M12,"762,615"
A065RC,1969M01,"766,295"
A065RC,1969M02,"771,830"
A065RC,1969M03,"778,950"
A065RC,1969M04,"784,266"
A065RC,1969M05,"790,507"
A065RC,1969M06,"797,057"
A065RC,1969M07,"804,955"
A065RC,1969M08,"812,207"
A065RC,1969M09,"817,695"
A065RC,1969M10,"822,011"
A065RC,1969M11,"826,372"
A065RC,1969M12,"831,899"
A065RC,1970M01,"836,370"
A065RC,1970M02,"841,751"
A065RC,1970M03,"847,103"
A065RC,1970M04,"859,874"
A065RC,1970M05,"857,656"
A065RC,1970M06,"862,568"
A065RC,1970M07,"870,571"
A065RC,1970M08,"875,080"
A065RC,1970M09,"878,387"
A065RC,1970M10,"879,695"
A065RC,1970M11,"882,269"
A065RC,1970M12,"889,210"
A065RC,1971M01,"898,774"
A065RC,1971M02,"903,189"
A065RC,1971M03,"909,014"
A065RC,1971M04,"915,012"
A065RC,1971M05,"922,366"
A065RC,1971M06,"943,819"
A065RC,1971M07,"934,848"
A065RC,1971M08,"940,768"
A065RC,1971M09,"947,729"
A065RC,1971M10,"951,818"
A065RC,1971M11,"958,635"
A065RC,1971M12,"967,443"
A065RC,1972M01,"976,100"
A065RC,1972M02,"987,919"
A065RC,1972M03,"995,594"
A065RC,1972M04,"998,458"
A065RC,1972M05,"1,004,878"
A065RC,1972M06,"1,009,222"
A065RC,1972M07,"1,018,967"
A065RC,1972M08,"1,031,418"
A065RC,1972M09,"1,039,975"
A065RC,1972M10,"1,065,147"
A065RC,1972M11,"1,079,188"
A065RC,1972M12,"1,086,633"
A065RC,1973M01,"1,085,577"
A065RC,1973M02,"1,095,281"
A065RC,1973M03,"1,104,376"
A065RC,1973M04,"1,114,736"
A065RC,1973M05,"1,125,118"
A065RC,1973M06,"1,134,726"
A065RC,1973M07,"1,142,205"
A065RC,1973M08,"1,151,955"
A065RC,1973M09,"1,163,400"
A065RC,1973M10,"1,180,185"
A065RC,1973M11,"1,192,587"
A065RC,1973M12,"1,199,206"
A065RC,1974M01,"1,200,363"
A065RC,1974M02,"1,207,053"
A065RC,1974M03,"1,213,062"
A065RC,1974M04,"1,220,909"
A065RC,1974M05,"1,234,065"
A065RC,1974M06,"1,243,688"
A065RC,1974M07,"1,257,812"
A065RC,1974M08,"1,268,828"
A065RC,1974M09,"1,280,662"
A065RC,1974M10,"1,294,003"
A065RC,1974M11,"1,295,954"
A065RC,1974M12,"1,305,409"
A065RC,1975M01,"1,312,281"
A065RC,1975M02,"1,318,771"
A065RC,1975M03,"1,324,213"
A065RC,1975M04,"1,330,304"
A065RC,1975M05,"1,343,790"
A065RC,1975M06,"1,375,775"
A065RC,1975M07,"1,372,265"
A065RC,1975M08,"1,388,503"
A065RC,1975M09,"1,398,665"
A065RC,1975M10,"1,413,388"
A065RC,1975M11,"1,422,391"
A065RC,1975M12,"1,432,341"
A065RC,1976M01,"1,447,232"
A065RC,1976M02,"1,457,538"
A065RC,1976M03,"1,463,567"
A065RC,1976M04,"1,472,534"
A065RC,1976M05,"1,481,244"
A065RC,1976M06,"1,489,934"
A065RC,1976M07,"1,506,711"
A065RC,1976M08,"1,519,297"
A065RC,1976M09,"1,529,152"
A065RC,1976M10,"1,536,666"
A065RC,1976M11,"1,557,190"
A065RC,1976M12,"1,570,708"
A065RC,1977M01,"1,572,169"
A065RC,1977M02,"1,589,607"
A065RC,1977M03,"1,604,664"
A065RC,1977M04,"1,620,938"
A065RC,1977M05,"1,633,221"
A065RC,1977M06,"1,644,903"
A065RC,1977M07,"1,662,608"
A065RC,1977M08,"1,676,901"
A065RC,1977M09,"1,693,733"
A065RC,1977M10,"1,716,310"
A065RC,1977M11,"1,739,786"
A065RC,1977M12,"1,755,972"
A065RC,1978M01,"1,760,122"
A065RC,1978M02,"1,776,229"
A065RC,1978M03,"1,797,901"
A065RC,1978M04,"1,821,899"
A065RC,1978M05,"1,837,025"
A065RC,1978M06,"1,855,764"
A065RC,1978M07,"1,876,165"
A065RC,1978M08,"1,894,198"
A065RC,1978M09,"1,907,464"
A065RC,1978M10,"1,929,687"
A065RC,1978M11,"1,944,003"
A065RC,1978M12,"1,964,189"
A065RC,1979M01,"1,985,748"
A065RC,1979M02,"2,004,290"
A065RC,1979M03,"2,026,115"
A065RC,1979M04,"2,030,899"
A065RC,1979M05,"2,044,795"
A065RC,1979M06,"2,060,540"
A065RC,1979M07,"2,091,899"
A065RC,1979M08,"2,111,142"
A065RC,1979M09,"2,129,508"
A065RC,1979M10,"2,146,756"
A065RC,1979M11,"2,168,400"
A065RC,1979M12,"2,191,936"
A065RC,1980M01,"2,217,747"
A065RC,1980M02,"2,231,354"
A065RC,1980M03,"2,246,725"
A065RC,1980M04,"2,255,756"
A065RC,1980M05,"2,266,328"
A065RC,1980M06,"2,286,267"
A065RC,1980M07,"2,321,443"
A065RC,1980M08,"2,345,927"
A065RC,1980M09,"2,378,105"
A065RC,1980M10,"2,418,111"
A065RC,1980M11,"2,443,955"
A065RC,1980M12,"2,472,035"
A065RC,1981M01,"2,488,021"
A065RC,1981M02,"2,506,457"
A065RC,1981M03,"2,532,196"
A065RC,1981M04,"2,538,827"
A065RC,1981M05,"2,558,054"
A065RC,1981M06,"2,582,537"
A065RC,1981M07,"2,637,154"
A065RC,1981M08,"2,663,866"
A065RC,1981M09,"2,676,307"
A065RC,1981M10,"2,678,601"
A065RC,1981M11,"2,696,315"
A065RC,1981M12,"2,703,073"
A065RC,1982M01,"2,713,057"
A065RC,1982M02,"2,732,691"
A065RC,1982M03,"2,737,766"
A065RC,1982M04,"2,758,065"
A065RC,1982M05,"2,774,130"
A065RC,1982M06,"2,784,650"
A065RC,1982M07,"2,801,123"
A065RC,1982M08,"2,815,016"
A065RC,1982M09,"2,821,264"
A065RC,1982M10,"2,834,902"
A065RC,1982M11,"2,853,950"
A065RC,1982M12,"2,872,550"
A065RC,1983M01,"2,882,213"
A065RC,1983M02,"2,888,798"
A065RC,1983M03,"2,906,186"
A065RC,1983M04,"2,921,603"
A065RC,1983M05,"2,944,801"
A065RC,1983M06,"2,959,818"
A065RC,1983M07,"2,985,024"
A065RC,1983M08,"2,993,659"
A065RC,1983M09,"3,024,874"
A065RC,1983M10,"3,059,337"
A065RC,1983M11,"3,088,453"
A065RC,1983M12,"3,117,919"
A065RC,1984M01,"3,142,673"
A065RC,1984M02,"3,182,117"
A065RC,1984M03,"3,212,059"
A065RC,1984M04,"3,245,112"
A065RC,1984M05,"3,256,582"
A065RC,1984M06,"3,286,901"
A065RC,1984M07,"3,306,148"
A065RC,1984M08,"3,337,967"
A065RC,1984M09,"3,368,011"
A065RC,1984M10,"3,366,009"
A065RC,1984M11,"3,388,327"
A065RC,1984M12,"3,420,717"
A065RC,1985M01,"3,433,908"
A065RC,1985M02,"3,452,263"
A065RC,1985M03,"3,480,047"
A065RC,1985M04,"3,478,099"
A065RC,1985M05,"3,493,448"
A065RC,1985M06,"3,514,949"
A065RC,1985M07,"3,528,351"
A065RC,1985M08,"3,539,512"
A065RC,1985M09,"3,561,364"
A065RC,1985M10,"3,584,001"
A065RC,1985M11,"3,599,492"
A065RC,1985M12,"3,633,124"
A065RC,1986M01,"3,646,959"
A065RC,1986M02,"3,664,695"
A065RC,1986M03,"3,691,186"
A065RC,1986M04,"3,696,089"
A065RC,1986M05,"3,707,345"
A065RC,1986M06,"3,722,891"
A065RC,1986M07,"3,742,366"
A065RC,1986M08,"3,756,006"
A065RC,1986M09,"3,773,031"
A065RC,1986M10,"3,782,223"
A065RC,1986M11,"3,796,772"
A065RC,1986M12,"3,817,441"
A065RC,1987M01,"3,831,432"
A065RC,1987M02,"3,858,089"
A065RC,1987M03,"3,878,447"
A065RC,1987M04,"3,891,097"
A065RC,1987M05,"3,925,002"
A065RC,1987M06,"3,936,459"
A065RC,1987M07,"3,958,938"
A065RC,1987M08,"3,995,169"
A065RC,1987M09,"4,011,530"
A065RC,1987M10,"4,049,813"
A065RC,1987M11,"4,075,777"
A065RC,1987M12,"4,127,440"
A065RC,1988M01,"4,137,554"
A065RC,1988M02,"4,160,269"
A065RC,1988M03,"4,183,914"
A065RC,1988M04,"4,213,819"
A065RC,1988M05,"4,229,163"
A065RC,1988M06,"4,261,440"
A065RC,1988M07,"4,300,766"
A065RC,1988M08,"4,324,452"
A065RC,1988M09,"4,353,673"
A065RC,1988M10,"4,391,958"
A065RC,1988M11,"4,403,559"
A065RC,1988M12,"4,440,199"
A065RC,1989M01,"4,504,149"
A065RC,1989M02,"4,533,167"
A065RC,1989M03,"4,574,380"
A065RC,1989M04,"4,587,093"
A065RC,1989M05,"4,584,259"
A065RC,1989M06,"4,607,325"
A065RC,1989M07,"4,633,668"
A065RC,1989M08,"4,644,348"
A065RC,1989M09,"4,667,491"
A065RC,1989M10,"4,708,053"
A065RC,1989M11,"4,722,832"
A065RC,1989M12,"4,740,088"
A065RC,1990M01,"4,787,748"
A065RC,1990M02,"4,823,249"
A065RC,1990M03,"4,845,584"
A065RC,1990M04,"4,886,123"
A065RC,1990M05,"4,891,208"
A065RC,1990M06,"4,920,307"
A065RC,1990M07,"4,948,512"
A065RC,1990M08,"4,949,534"
A065RC,1990M09,"4,977,490"
A065RC,1990M10,"4,964,589"
A065RC,1990M11,"4,970,700"
A065RC,1990M12,"5,000,400"
A065RC,1991M01,"4,985,800"
A065RC,1991M02,"4,991,703"
A065RC,1991M03,"4,999,891"
A065RC,1991M04,"5,028,035"
A065RC,1991M05,"5,049,541"
A065RC,1991M06,"5,084,698"
A065RC,1991M07,"5,081,231"
A065RC,1991M08,"5,103,167"
A065RC,1991M09,"5,136,793"
A065RC,1991M10,"5,153,472"
A065RC,1991M11,"5,173,720"
A065RC,1991M12,"5,230,867"
A065RC,1992M01,"5,264,178"
A065RC,1992M02,"5,303,815"
A065RC,1992M03,"5,325,466"
A065RC,1992M04,"5,359,818"
A065RC,1992M05,"5,395,558"
A065RC,1992M06,"5,427,762"
A065RC,1992M07,"5,441,336"
A065RC,1992M08,"5,469,721"
A065RC,1992M09,"5,457,740"
A065RC,1992M10,"5,450,116"
A065RC,1992M11,"5,472,742"
A065RC,1992M12,"5,682,096"
A065RC,1993M01,"5,539,159"
A065RC,1993M02,"5,573,011"
A065RC,1993M03,"5,569,878"
A065RC,1993M04,"5,626,712"
A065RC,1993M05,"5,642,847"
A065RC,1993M06,"5,637,876"
A065RC,1993M07,"5,665,228"
A065RC,1993M08,"5,687,209"
A065RC,1993M09,"5,680,348"
A065RC,1993M10,"5,674,254"
A065RC,1993M11,"5,699,605"
A065RC,1993M12,"5,899,122"
A065RC,1994M01,"5,784,541"
A065RC,1994M02,"5,803,759"
A065RC,1994M03,"5,835,470"
A065RC,1994M04,"5,896,845"
A065RC,1994M05,"5,917,505"
A065RC,1994M06,"5,923,860"
A065RC,1994M07,"5,952,604"
A065RC,1994M08,"5,974,835"
A065RC,1994M09,"6,007,643"
A065RC,1994M10,"6,071,565"
A065RC,1994M11,"6,081,805"
A065RC,1994M12,"6,114,714"
A065RC,1995M01,"6,155,549"
A065RC,1995M02,"6,180,431"
A065RC,1995M03,"6,207,633"
A065RC,1995M04,"6,231,279"
A065RC,1995M05,"6,245,784"
A065RC,1995M06,"6,275,086"
A065RC,1995M07,"6,304,268"
A065RC,1995M08,"6,327,238"
A065RC,1995M09,"6,356,242"
A065RC,1995M10,"6,382,300"
A065RC,1995M11,"6,403,141"
A065RC,1995M12,"6,427,385"
A065RC,1996M01,"6,463,806"
A065RC,1996M02,"6,528,124"
A065RC,1996M03,"6,570,921"
A065RC,1996M04,"6,608,121"
A065RC,1996M05,"6,648,408"
A065RC,1996M06,"6,692,963"
A065RC,1996M07,"6,694,005"
A065RC,1996M08,"6,722,456"
A065RC,1996M09,"6,761,052"
A065RC,1996M10,"6,782,954"
A065RC,1996M11,"6,817,234"
A065RC,1996M12,"6,852,138"
A065RC,1997M01,"6,901,219"
A065RC,1997M02,"6,938,060"
A065RC,1997M03,"6,978,743"
A065RC,1997M04,"6,991,437"
A065RC,1997M05,"7,020,397"
A065RC,1997M06,"7,054,944"
A065RC,1997M07,"7,090,611"
A065RC,1997M08,"7,138,209"
A065RC,1997M09,"7,177,077"
A065RC,1997M10,"7,224,300"
A065RC,1997M11,"7,276,104"
A065RC,1997M12,"7,318,613"
A065RC,1998M01,"7,387,671"
A065RC,1998M02,"7,434,547"
A065RC,1998M03,"7,481,421"
A065RC,1998M04,"7,518,550"
A065RC,1998M05,"7,563,559"
A065RC,1998M06,"7,601,007"
A065RC,1998M07,"7,633,918"
A065RC,1998M08,"7,673,896"
A065RC,1998M09,"7,696,590"
A065RC,1998M10,"7,728,521"
A065RC,1998M11,"7,766,560"
A065RC,1998M12,"7,793,529"
A065RC,1999M01,"7,825,614"
A065RC,1999M02,"7,855,336"
A065RC,1999M03,"7,871,709"
A065RC,1999M04,"7,894,635"
A065RC,1999M05,"7,917,994"
A065RC,1999M06,"7,948,578"
A065RC,1999M07,"7,984,194"
A065RC,1999M08,"8,036,864"
A065RC,1999M09,"8,065,338"
A065RC,1999M10,"8,132,150"
A065RC,1999M11,"8,200,201"
A065RC,1999M12,"8,289,660"
A065RC,2000M01,"8,396,754"
A065RC,2000M02,"8,457,993"
A065RC,2000M03,"8,516,935"
A065RC,2000M04,"8,551,442"
A065RC,2000M05,"8,586,796"
A065RC,2000M06,"8,637,040"
A065RC,2000M07,"8,701,112"
A065RC,2000M08,"8,742,041"
A065RC,2000M09,"8,779,714"
A065RC,2000M10,"8,803,395"
A065RC,2000M11,"8,814,057"
A065RC,2000M12,"8,843,783"
A065RC,2001M01,"8,947,595"
A065RC,2001M02,"8,985,749"
A065RC,2001M03,"9,018,571"
A065RC,2001M04,"9,013,427"
A065RC,2001M05,"9,011,724"
A065RC,2001M06,"9,015,570"
A065RC,2001M07,"9,011,685"
A065RC,2001M08,"9,003,103"
A065RC,2001M09,"8,987,588"
A065RC,2001M10,"9,017,196"
A065RC,2001M11,"9,023,919"
A065RC,2001M12,"9,030,962"
A065RC,2002M01,"9,046,863"
A065RC,2002M02,"9,056,649"
A065RC,2002M03,"9,069,891"
A065RC,2002M04,"9,122,154"
A065RC,2002M05,"9,148,537"
A065RC,2002M06,"9,175,815"
A065RC,2002M07,"9,161,881"
A065RC,2002M08,"9,172,371"
A065RC,2002M09,"9,189,024"
A065RC,2002M10,"9,222,665"
A065RC,2002M11,"9,253,884"
A065RC,2002M12,"9,287,831"
A065RC,2003M01,"9,295,073"
A065RC,2003M02,"9,305,586"
A065RC,2003M03,"9,344,620"
A065RC,2003M04,"9,364,591"
A065RC,2003M05,"9,423,173"
A065RC,2003M06,"9,465,606"
A065RC,2003M07,"9,501,328"
A065RC,2003M08,"9,544,509"
A065RC,2003M09,"9,580,929"
A065RC,2003M10,"9,617,771"
A065RC,2003M11,"9,688,039"
A065RC,2003M12,"9,719,344"
A065RC,2004M01,"9,737,238"
A065RC,2004M02,"9,772,335"
A065RC,2004M03,"9,824,225"
A065RC,2004M04,"9,880,866"
A065RC,2004M05,"9,969,562"
A065RC,2004M06,"10,010,346"
A065RC,2004M07,"10,054,078"
A065RC,2004M08,"10,098,585"
A065RC,2004M09,"10,131,535"
A065RC,2004M10,"10,184,080"
A065RC,2004M11,"10,201,991"
A065RC,2004M12,"10,556,093"
A065RC,2005M01,"10,292,140"
A065RC,2005M02,"10,329,442"
A065RC,2005M03,"10,393,944"
A065RC,2005M04,"10,457,459"
A065RC,2005M05,"10,511,467"
A065RC,2005M06,"10,546,622"
A065RC,2005M07,"10,599,941"
A065RC,2005M08,"10,658,125"
A065RC,2005M09,"10,727,029"
A065RC,2005M10,"10,822,728"
A065RC,2005M11,"10,890,352"
A065RC,2005M12,"10,949,716"
A065RC,2006M01,"11,136,867"
A065RC,2006M02,"11,192,041"
A065RC,2006M03,"11,239,699"
A065RC,2006M04,"11,291,810"
A065RC,2006M05,"11,313,630"
A065RC,2006M06,"11,366,570"
A065RC,2006M07,"11,393,406"
A065RC,2006M08,"11,423,978"
A065RC,2006M09,"11,470,740"
A065RC,2006M10,"11,510,119"
A065RC,2006M11,"11,570,440"
A065RC,2006M12,"11,671,198"
A065RC,2007M01,"11,744,722"
A065RC,2007M02,"11,838,304"
A065RC,2007M03,"11,927,162"
A065RC,2007M04,"11,955,501"
A065RC,2007M05,"11,982,684"
A065RC,2007M06,"11,992,680"
A065RC,2007M07,"12,017,624"
A065RC,2007M08,"12,028,536"
A065RC,2007M09,"12,098,922"
A065RC,2007M10,"12,109,745"
A065RC,2007M11,"12,161,577"
A065RC,2007M12,"12,235,925"
A065RC,2008M01,"12,278,615"
A065RC,2008M02,"12,310,988"
A065RC,2008M03,"12,355,361"
A065RC,2008M04,"12,342,845"
A065RC,2008M05,"12,910,083"
A065RC,2008M06,"12,674,991"
A065RC,2008M07,"12,518,818"
A065RC,2008M08,"12,428,062"
A065RC,2008M09,"12,454,638"
A065RC,2008M10,"12,438,719"
A065RC,2008M11,"12,371,951"
A065RC,2008M12,"12,221,440"
A065RC,2009M01,"12,085,488"
A065RC,2009M02,"11,963,353"
A065RC,2009M03,"11,920,007"
A065RC,2009M04,"11,994,070"
A065RC,2009M05,"12,187,139"
A065RC,2009M06,"12,068,380"
A065RC,2009M07,"12,021,177"
A065RC,2009M08,"12,027,395"
A065RC,2009M09,"12,066,374"
A065RC,2009M10,"12,061,631"
A065RC,2009M11,"12,123,667"
A065RC,2009M12,"12,190,629"
A065RC,2010M01,"12,264,160"
A065RC,2010M02,"12,254,799"
A065RC,2010M03,"12,308,625"
A065RC,2010M04,"12,414,252"
A065RC,2010M05,"12,520,911"
A065RC,2010M06,"12,542,758"
A065RC,2010M07,"12,590,571"
A065RC,2010M08,"12,653,695"
A065RC,2010M09,"12,663,704"
A065RC,2010M10,"12,725,511"
A065RC,2010M11,"12,780,003"
A065RC,2010M12,"12,900,176"
A065RC,2011M01,"13,104,372"
A065RC,2011M02,"13,176,081"
A065RC,2011M03,"13,194,216"
A065RC,2011M04,"13,226,343"
A065RC,2011M05,"13,255,566"
A065RC,2011M06,"13,319,943"
A065RC,2011M07,"13,391,046"
A065RC,2011M08,"13,408,961"
A065RC,2011M09,"13,406,073"
A065RC,2011M10,"13,423,323"
A065RC,2011M11,"13,442,901"
A065RC,2011M12,"13,572,413"
A065RC,2012M01,"13,682,453"
A065RC,2012M02,"13,799,630"
A065RC,2012M03,"13,874,922"
A065RC,2012M04,"13,945,791"
A065RC,2012M05,"13,941,456"
A065RC,2012M06,"13,953,193"
A065RC,2012M07,"13,872,684"
A065RC,2012M08,"13,877,024"
A065RC,2012M09,"13,996,637"
A065RC,2012M10,"14,141,380"
A065RC,2012M11,"14,335,400"
A065RC,2012M12,"14,701,106"
A065RC,2013M01,"14,003,400"
A065RC,2013M02,"13,994,067"
A065RC,2013M03,"14,006,190"
A065RC,2013M04,"14,061,122"
A065RC,2013M05,"14,150,691"
A065RC,2013M06,"14,193,123"
A065RC,2013M07,"14,181,011"
A065RC,2013M08,"14,227,812"
A065RC,2013M09,"14,287,239"
A065RC,2013M10,"14,279,606"
A065RC,2013M11,"14,354,236"
A065RC,2013M12,"14,434,627"
A065RC,2014M01,"14,537,334"
A065RC,2014M02,"14,638,000"
A065RC,2014M03,"14,742,512"
A065RC,2014M04,"14,813,521"
A065RC,2014M05,"14,886,812"
A065RC,2014M06,"14,971,973"
A065RC,2014M07,"15,049,243"
A065RC,2014M08,"15,126,794"
A065RC,2014M09,"15,183,931"
A065RC,2014M10,"15,249,309"
A065RC,2014M11,"15,315,777"
A065RC,2014M12,"15,385,381"
A065RC,2015M01,"15,470,587"
A065RC,2015M02,"15,555,375"
A065RC,2015M03,"15,553,966"
A065RC,2015M04,"15,609,799"
A065RC,2015M05,"15,680,778"
A065RC,2015M06,"15,723,301"
A065RC,2015M07,"15,773,143"
A065RC,2015M08,"15,812,046"
A065RC,2015M09,"15,834,059"
A065RC,2015M10,"15,870,357"
A065RC,2015M11,"15,876,643"
A065RC,2015M12,"15,930,823"
A065RC,2016M01,"15,957,214"
A065RC,2016M02,"15,958,484"
A065RC,2016M03,"15,996,657"
A065RC,2016M04,"16,035,579"
A065RC,2016M05,"16,057,944"
A065RC,2016M06,"16,103,276"
A065RC,2016M07,"16,168,245"
A065RC,2016M08,"16,205,653"
A065RC,2016M09,"16,274,657"
A065RC,2016M10,"16,341,308"
A065RC,2016M11,"16,382,249"
A065RC,2016M12,"16,447,308"
A065RC,2017M01,"16,566,488"
A065RC,2017M02,"16,641,706"
A065RC,2017M03,"16,692,993"
A065RC,2017M04,"16,751,700"
A065RC,2017M05,"16,849,813"
A065RC,2017M06,"16,883,770"
A065RC,2017M07,"16,948,837"
A065RC,2017M08,"17,024,626"
A065RC,2017M09,"17,136,306"
A065RC,2017M10,"17,228,398"
A065RC,2017M11,"17,297,491"
A065RC,2017M12,"17,360,972"
A065RC,2018M01,"17,478,096"
A065RC,2018M02,"17,548,920"
A065RC,2018M03,"17,618,723"
A065RC,2018M04,"17,673,065"
A065RC,2018M05,"17,747,204"
A065RC,2018M06,"17,830,502"
A065RC,2018M07,"17,926,160"
A065RC,2018M08,"17,994,844"
A065RC,2018M09,"18,008,596"
A065RC,2018M10,"18,052,647"
A065RC,2018M11,"18,080,549"
A065RC,2018M12,"18,262,673"
A065RC,2019M01,"18,303,473"
A065RC,2019M02,"18,370,000"
A065RC,2019M03,"18,426,744"
A065RC,2019M04,"18,459,075"
A065RC,2019M05,"18,474,175"
A065RC,2019M06,"18,509,439"
A065RC,2019M07,"18,531,112"
A065RC,2019M08,"18,616,599"
A065RC,2019M09,"18,645,149"
A065RC,2019M10,"18,693,562"
A065RC,2019M11,"18,788,269"
A065RC,2019M12,"18,800,454"
A065RC,2020M01,"18,973,253"
A065RC,2020M02,"19,116,215"
A065RC,2020M03,"18,763,469"
A065RC,2020M04,"21,093,146"
A065RC,2020M05,"20,246,114"
A065RC,2020M06,"20,032,657"
A065RC,2020M07,"20,173,932"
A065RC,2020M08,"19,624,345"
A065RC,2020M09,"19,762,229"
A065RC,2020M10,"19,627,839"
A065RC,2020M11,"19,386,244"
A065RC,2020M12,"19,499,175"
A065RC,2021M01,"21,453,852"
A033RC,1959M01,"277,993"
A033RC,1959M02,"279,327"
A033RC,1959M03,"281,917"
A033RC,1959M04,"284,413"
A033RC,1959M05,"286,642"
A033RC,1959M06,"288,320"
A033RC,1959M07,"288,168"
A033RC,1959M08,"286,166"
A033RC,1959M09,"286,443"
A033RC,1959M10,"287,161"
A033RC,1959M11,"289,477"
A033RC,1959M12,"293,922"
A033RC,1960M01,"297,924"
A033RC,1960M02,"298,830"
A033RC,1960M03,"299,450"
A033RC,1960M04,"301,193"
A033RC,1960M05,"301,993"
A033RC,1960M06,"301,963"
A033RC,1960M07,"302,892"
A033RC,1960M08,"302,354"
A033RC,1960M09,"302,474"
A033RC,1960M10,"303,625"
A033RC,1960M11,"302,486"
A033RC,1960M12,"300,202"
A033RC,1961M01,"302,668"
A033RC,1961M02,"302,762"
A033RC,1961M03,"303,906"
A033RC,1961M04,"305,100"
A033RC,1961M05,"307,072"
A033RC,1961M06,"309,767"
A033RC,1961M07,"311,101"
A033RC,1961M08,"312,679"
A033RC,1961M09,"313,181"
A033RC,1961M10,"316,190"
A033RC,1961M11,"319,426"
A033RC,1961M12,"321,199"
A033RC,1962M01,"322,786"
A033RC,1962M02,"325,315"
A033RC,1962M03,"328,346"
A033RC,1962M04,"330,778"
A033RC,1962M05,"331,356"
A033RC,1962M06,"332,149"
A033RC,1962M07,"333,236"
A033RC,1962M08,"333,699"
A033RC,1962M09,"335,788"
A033RC,1962M10,"336,047"
A033RC,1962M11,"337,872"
A033RC,1962M12,"339,055"
A033RC,1963M01,"340,950"
A033RC,1963M02,"342,589"
A033RC,1963M03,"344,422"
A033RC,1963M04,"345,146"
A033RC,1963M05,"347,328"
A033RC,1963M06,"350,206"
A033RC,1963M07,"350,661"
A033RC,1963M08,"352,447"
