%SeriesCode,Period,Value
DSERRA,1994M05,64.174
DSERRA,1994M06,64.424
DSERRA,1994M07,64.386
DSERRA,1994M08,64.621
DSERRA,1994M09,64.755
DSERRA,1994M10,64.886
DSERRA,1994M11,64.936
DSERRA,1994M12,65.092
DSERRA,1995M01,65.182
DSERRA,1995M02,65.472
DSERRA,1995M03,65.604
DSERRA,1995M04,65.785
DSERRA,1995M05,66.058
DSERRA,1995M06,66.366
DSERRA,1995M07,66.371
DSERRA,1995M08,66.707
DSERRA,1995M09,66.580
DSERRA,1995M10,66.657
DSERRA,1995M11,66.969
DSERRA,1995M12,67.141
DSERRA,1996M01,67.308
DSERRA,1996M02,67.610
DSERRA,1996M03,67.839
DSERRA,1996M04,67.880
DSERRA,1996M05,67.959
DSERRA,1996M06,68.082
DSERRA,1996M07,68.233
DSERRA,1996M08,68.336
DSERRA,1996M09,68.462
DSERRA,1996M10,68.489
DSERRA,1996M11,68.665
DSERRA,1996M12,69.022
DSERRA,1997M01,69.308
DSERRA,1997M02,69.382
DSERRA,1997M03,69.318
DSERRA,1997M04,69.713
DSERRA,1997M05,69.920
DSERRA,1997M06,69.947
DSERRA,1997M07,70.467
DSERRA,1997M08,70.701
DSERRA,1997M09,70.916
DSERRA,1997M10,71.372
DSERRA,1997M11,71.229
DSERRA,1997M12,71.810
DSERRA,1998M01,71.835
DSERRA,1998M02,72.348
DSERRA,1998M03,72.701
DSERRA,1998M04,72.792
DSERRA,1998M05,73.135
DSERRA,1998M06,73.765
DSERRA,1998M07,73.828
DSERRA,1998M08,74.056
DSERRA,1998M09,74.426
DSERRA,1998M10,74.345
DSERRA,1998M11,74.441
DSERRA,1998M12,74.764
DSERRA,1999M01,75.002
DSERRA,1999M02,75.048
DSERRA,1999M03,75.333
DSERRA,1999M04,75.722
DSERRA,1999M05,75.761
DSERRA,1999M06,76.034
DSERRA,1999M07,76.385
DSERRA,1999M08,76.664
DSERRA,1999M09,76.970
DSERRA,1999M10,77.320
DSERRA,1999M11,77.652
DSERRA,1999M12,78.088
DSERRA,2000M01,78.402
DSERRA,2000M02,78.920
DSERRA,2000M03,79.373
DSERRA,2000M04,79.492
DSERRA,2000M05,79.848
DSERRA,2000M06,80.243
DSERRA,2000M07,80.325
DSERRA,2000M08,80.585
DSERRA,2000M09,80.937
DSERRA,2000M10,81.008
DSERRA,2000M11,81.287
DSERRA,2000M12,81.614
DSERRA,2001M01,81.710
DSERRA,2001M02,81.586
DSERRA,2001M03,81.803
DSERRA,2001M04,81.794
DSERRA,2001M05,81.919
DSERRA,2001M06,81.914
DSERRA,2001M07,82.017
DSERRA,2001M08,82.215
DSERRA,2001M09,81.734
DSERRA,2001M10,82.174
DSERRA,2001M11,82.116
DSERRA,2001M12,82.522
DSERRA,2002M01,82.556
DSERRA,2002M02,82.783
DSERRA,2002M03,82.897
DSERRA,2002M04,83.154
DSERRA,2002M05,83.311
DSERRA,2002M06,83.376
DSERRA,2002M07,83.663
DSERRA,2002M08,83.542
DSERRA,2002M09,83.747
DSERRA,2002M10,84.159
DSERRA,2002M11,84.155
DSERRA,2002M12,84.316
DSERRA,2003M01,84.599
DSERRA,2003M02,84.496
DSERRA,2003M03,84.599
DSERRA,2003M04,84.846
DSERRA,2003M05,85.051
DSERRA,2003M06,85.198
DSERRA,2003M07,85.536
DSERRA,2003M08,85.762
DSERRA,2003M09,85.686
DSERRA,2003M10,85.947
DSERRA,2003M11,86.100
DSERRA,2003M12,86.370
DSERRA,2004M01,86.637
DSERRA,2004M02,86.866
DSERRA,2004M03,86.884
DSERRA,2004M04,87.230
DSERRA,2004M05,87.448
DSERRA,2004M06,87.728
DSERRA,2004M07,88.054
DSERRA,2004M08,88.232
DSERRA,2004M09,88.603
DSERRA,2004M10,88.862
DSERRA,2004M11,89.086
DSERRA,2004M12,89.459
DSERRA,2005M01,89.279
DSERRA,2005M02,89.548
DSERRA,2005M03,89.874
DSERRA,2005M04,90.049
DSERRA,2005M05,90.406
DSERRA,2005M06,90.793
DSERRA,2005M07,91.049
DSERRA,2005M08,91.324
DSERRA,2005M09,91.533
DSERRA,2005M10,91.525
DSERRA,2005M11,91.870
DSERRA,2005M12,92.081
DSERRA,2006M01,91.912
DSERRA,2006M02,92.455
DSERRA,2006M03,92.768
DSERRA,2006M04,92.807
DSERRA,2006M05,93.164
DSERRA,2006M06,93.108
DSERRA,2006M07,93.350
DSERRA,2006M08,93.357
DSERRA,2006M09,93.656
DSERRA,2006M10,93.996
DSERRA,2006M11,94.128
DSERRA,2006M12,94.303
DSERRA,2007M01,94.488
DSERRA,2007M02,94.717
DSERRA,2007M03,94.588
DSERRA,2007M04,94.799
DSERRA,2007M05,94.639
DSERRA,2007M06,94.807
DSERRA,2007M07,94.934
DSERRA,2007M08,95.474
DSERRA,2007M09,95.341
DSERRA,2007M10,95.379
DSERRA,2007M11,95.652
DSERRA,2007M12,95.666
DSERRA,2008M01,95.987
DSERRA,2008M02,96.029
DSERRA,2008M03,96.022
DSERRA,2008M04,96.281
DSERRA,2008M05,96.309
DSERRA,2008M06,96.380
DSERRA,2008M07,96.310
DSERRA,2008M08,96.133
DSERRA,2008M09,96.387
DSERRA,2008M10,96.537
DSERRA,2008M11,96.458
DSERRA,2008M12,96.207
DSERRA,2009M01,96.247
DSERRA,2009M02,95.955
DSERRA,2009M03,95.976
DSERRA,2009M04,95.872
DSERRA,2009M05,95.686
DSERRA,2009M06,95.759
DSERRA,2009M07,95.828
DSERRA,2009M08,96.024
DSERRA,2009M09,96.001
DSERRA,2009M10,95.974
DSERRA,2009M11,95.724
DSERRA,2009M12,96.266
DSERRA,2010M01,96.192
DSERRA,2010M02,96.443
DSERRA,2010M03,96.404
DSERRA,2010M04,96.549
DSERRA,2010M05,96.926
DSERRA,2010M06,97.080
DSERRA,2010M07,97.384
DSERRA,2010M08,97.580
DSERRA,2010M09,97.550
DSERRA,2010M10,97.565
DSERRA,2010M11,97.824
DSERRA,2010M12,98.028
DSERRA,2011M01,97.958
DSERRA,2011M02,98.141
DSERRA,2011M03,98.453
DSERRA,2011M04,98.449
DSERRA,2011M05,98.746
DSERRA,2011M06,98.867
DSERRA,2011M07,99.225
DSERRA,2011M08,99.268
DSERRA,2011M09,99.246
DSERRA,2011M10,99.249
DSERRA,2011M11,99.114
DSERRA,2011M12,99.130
DSERRA,2012M01,99.475
DSERRA,2012M02,99.892
DSERRA,2012M03,99.833
DSERRA,2012M04,100.006
DSERRA,2012M05,99.982
DSERRA,2012M06,99.903
DSERRA,2012M07,100.147
DSERRA,2012M08,99.781
DSERRA,2012M09,100.047
DSERRA,2012M10,100.249
DSERRA,2012M11,100.387
DSERRA,2012M12,100.297
DSERRA,2013M01,100.138
DSERRA,2013M02,100.197
DSERRA,2013M03,100.387
DSERRA,2013M04,100.237
DSERRA,2013M05,100.306
DSERRA,2013M06,100.398
DSERRA,2013M07,100.305
DSERRA,2013M08,100.611
DSERRA,2013M09,100.792
DSERRA,2013M10,101.102
DSERRA,2013M11,101.476
DSERRA,2013M12,101.610
DSERRA,2014M01,101.567
DSERRA,2014M02,101.570
DSERRA,2014M03,101.847
DSERRA,2014M04,102.154
DSERRA,2014M05,102.394
DSERRA,2014M06,102.734
DSERRA,2014M07,102.965
DSERRA,2014M08,103.653
DSERRA,2014M09,103.855
DSERRA,2014M10,104.457
DSERRA,2014M11,104.661
DSERRA,2014M12,104.922
DSERRA,2015M01,105.249
DSERRA,2015M02,105.569
DSERRA,2015M03,105.533
DSERRA,2015M04,105.910
DSERRA,2015M05,106.198
DSERRA,2015M06,106.374
DSERRA,2015M07,106.663
DSERRA,2015M08,106.926
DSERRA,2015M09,107.107
DSERRA,2015M10,107.443
DSERRA,2015M11,107.408
DSERRA,2015M12,107.779
DSERRA,2016M01,107.947
DSERRA,2016M02,108.445
DSERRA,2016M03,108.251
DSERRA,2016M04,108.618
DSERRA,2016M05,108.690
DSERRA,2016M06,108.879
DSERRA,2016M07,109.023
DSERRA,2016M08,109.194
DSERRA,2016M09,109.558
DSERRA,2016M10,109.592
DSERRA,2016M11,110.013
DSERRA,2016M12,110.324
DSERRA,2017M01,110.552
DSERRA,2017M02,110.546
DSERRA,2017M03,111.144
DSERRA,2017M04,110.822
DSERRA,2017M05,110.838
DSERRA,2017M06,110.918
DSERRA,2017M07,111.166
DSERRA,2017M08,111.198
DSERRA,2017M09,111.449
DSERRA,2017M10,111.592
DSERRA,2017M11,111.890
DSERRA,2017M12,112.457
DSERRA,2018M01,112.452
DSERRA,2018M02,112.346
DSERRA,2018M03,112.824
DSERRA,2018M04,113.130
DSERRA,2018M05,113.117
DSERRA,2018M06,113.627
DSERRA,2018M07,113.871
DSERRA,2018M08,114.162
DSERRA,2018M09,114.008
DSERRA,2018M10,114.418
DSERRA,2018M11,114.320
DSERRA,2018M12,114.253
DSERRA,2019M01,114.515
DSERRA,2019M02,114.719
DSERRA,2019M03,115.077
DSERRA,2019M04,115.136
DSERRA,2019M05,115.261
DSERRA,2019M06,115.574
DSERRA,2019M07,115.712
DSERRA,2019M08,115.893
DSERRA,2019M09,116.123
DSERRA,2019M10,116.359
DSERRA,2019M11,116.526
DSERRA,2019M12,116.610
DSERRA,2020M01,117.023
DSERRA,2020M02,117.048
DSERRA,2020M03,106.487
DSERRA,2020M04,93.551
DSERRA,2020M05,98.944
DSERRA,2020M06,104.974
DSERRA,2020M07,106.359
DSERRA,2020M08,107.553
DSERRA,2020M09,108.497
DSERRA,2020M10,108.829
DSERRA,2020M11,108.532
DSERRA,2020M12,108.257
DSERRA,2021M01,108.782
DPCCRA,1959M01,13.905
DPCCRA,1959M02,14.134
DPCCRA,1959M03,14.373
DPCCRA,1959M04,14.323
DPCCRA,1959M05,14.458
DPCCRA,1959M06,14.510
DPCCRA,1959M07,14.469
DPCCRA,1959M08,14.585
DPCCRA,1959M09,14.783
DPCCRA,1959M10,14.625
DPCCRA,1959M11,14.622
DPCCRA,1959M12,14.576
DPCCRA,1960M01,14.670
DPCCRA,1960M02,14.772
DPCCRA,1960M03,14.913
DPCCRA,1960M04,15.220
DPCCRA,1960M05,14.874
DPCCRA,1960M06,14.857
DPCCRA,1960M07,14.885
DPCCRA,1960M08,14.923
DPCCRA,1960M09,15.018
DPCCRA,1960M10,15.112
DPCCRA,1960M11,14.977
DPCCRA,1960M12,14.801
DPCCRA,1961M01,14.813
DPCCRA,1961M02,14.892
DPCCRA,1961M03,15.118
DPCCRA,1961M04,15.052
DPCCRA,1961M05,15.187
DPCCRA,1961M06,15.212
DPCCRA,1961M07,15.231
DPCCRA,1961M08,15.269
DPCCRA,1961M09,15.354
DPCCRA,1961M10,15.507
DPCCRA,1961M11,15.689
DPCCRA,1961M12,15.800
DPCCRA,1962M01,15.823
DPCCRA,1962M02,15.790
DPCCRA,1962M03,15.934
DPCCRA,1962M04,16.056
DPCCRA,1962M05,16.190
DPCCRA,1962M06,16.086
DPCCRA,1962M07,16.137
DPCCRA,1962M08,16.180
DPCCRA,1962M09,16.421
DPCCRA,1962M10,16.311
DPCCRA,1962M11,16.591
DPCCRA,1962M12,16.696
DPCCRA,1963M01,16.648
DPCCRA,1963M02,16.591
DPCCRA,1963M03,16.694
DPCCRA,1963M04,16.796
DPCCRA,1963M05,16.779
DPCCRA,1963M06,17.016
DPCCRA,1963M07,17.101
DPCCRA,1963M08,17.129
DPCCRA,1963M09,17.132
DPCCRA,1963M10,17.125
DPCCRA,1963M11,17.271
DPCCRA,1963M12,17.499
DPCCRA,1964M01,17.573
DPCCRA,1964M02,17.720
DPCCRA,1964M03,17.753
DPCCRA,1964M04,17.781
DPCCRA,1964M05,18.053
DPCCRA,1964M06,18.162
DPCCRA,1964M07,18.296
DPCCRA,1964M08,18.387
DPCCRA,1964M09,18.322
DPCCRA,1964M10,18.444
DPCCRA,1964M11,18.312
DPCCRA,1964M12,18.400
DPCCRA,1965M01,18.644
DPCCRA,1965M02,18.943
DPCCRA,1965M03,19.063
DPCCRA,1965M04,19.170
DPCCRA,1965M05,19.131
DPCCRA,1965M06,18.931
DPCCRA,1965M07,19.169
DPCCRA,1965M08,19.330
DPCCRA,1965M09,19.766
DPCCRA,1965M10,19.888
DPCCRA,1965M11,19.951
DPCCRA,1965M12,19.951
DPCCRA,1966M01,20.143
DPCCRA,1966M02,20.325
DPCCRA,1966M03,20.521
DPCCRA,1966M04,20.485
DPCCRA,1966M05,20.241
DPCCRA,1966M06,20.298
DPCCRA,1966M07,20.452
DPCCRA,1966M08,20.579
DPCCRA,1966M09,20.802
DPCCRA,1966M10,20.722
DPCCRA,1966M11,20.730
DPCCRA,1966M12,20.742
DPCCRA,1967M01,20.850
DPCCRA,1967M02,20.702
DPCCRA,1967M03,20.853
DPCCRA,1967M04,21.076
DPCCRA,1967M05,21.041
DPCCRA,1967M06,21.207
DPCCRA,1967M07,21.172
DPCCRA,1967M08,21.247
DPCCRA,1967M09,21.429
DPCCRA,1967M10,21.175
DPCCRA,1967M11,21.309
DPCCRA,1967M12,21.566
DPCCRA,1968M01,21.798
DPCCRA,1968M02,21.814
DPCCRA,1968M03,22.163
DPCCRA,1968M04,22.114
DPCCRA,1968M05,22.292
DPCCRA,1968M06,22.445
DPCCRA,1968M07,22.678
DPCCRA,1968M08,22.728
DPCCRA,1968M09,22.721
DPCCRA,1968M10,22.785
DPCCRA,1968M11,22.846
DPCCRA,1968M12,22.821
DPCCRA,1969M01,22.994
DPCCRA,1969M02,23.125
DPCCRA,1969M03,23.000
DPCCRA,1969M04,23.169
DPCCRA,1969M05,23.297
DPCCRA,1969M06,23.281
DPCCRA,1969M07,23.203
DPCCRA,1969M08,23.408
DPCCRA,1969M09,23.503
DPCCRA,1969M10,23.536
DPCCRA,1969M11,23.517
DPCCRA,1969M12,23.511
DPCCRA,1970M01,23.553
DPCCRA,1970M02,23.759
DPCCRA,1970M03,23.542
DPCCRA,1970M04,23.633
DPCCRA,1970M05,23.794
DPCCRA,1970M06,23.858
DPCCRA,1970M07,23.867
DPCCRA,1970M08,23.962
DPCCRA,1970M09,24.048
DPCCRA,1970M10,23.937
DPCCRA,1970M11,23.681
DPCCRA,1970M12,23.862
DPCCRA,1971M01,24.300
DPCCRA,1971M02,24.353
DPCCRA,1971M03,24.414
DPCCRA,1971M04,24.549
DPCCRA,1971M05,24.558
DPCCRA,1971M06,24.787
DPCCRA,1971M07,24.704
DPCCRA,1971M08,24.925
DPCCRA,1971M09,25.195
DPCCRA,1971M10,25.261
DPCCRA,1971M11,25.410
DPCCRA,1971M12,25.621
DPCCRA,1972M01,25.752
DPCCRA,1972M02,25.740
DPCCRA,1972M03,26.127
DPCCRA,1972M04,26.178
DPCCRA,1972M05,26.297
DPCCRA,1972M06,26.411
DPCCRA,1972M07,26.636
DPCCRA,1972M08,26.793
DPCCRA,1972M09,26.842
DPCCRA,1972M10,27.284
DPCCRA,1972M11,27.407
DPCCRA,1972M12,27.524
DPCCRA,1973M01,27.922
DPCCRA,1973M02,28.156
DPCCRA,1973M03,28.317
DPCCRA,1973M04,28.213
DPCCRA,1973M05,28.268
DPCCRA,1973M06,28.206
DPCCRA,1973M07,28.276
DPCCRA,1973M08,28.145
DPCCRA,1973M09,28.551
DPCCRA,1973M10,28.354
DPCCRA,1973M11,28.419
DPCCRA,1973M12,28.235
DPCCRA,1974M01,28.305
DPCCRA,1974M02,28.173
DPCCRA,1974M03,28.309
DPCCRA,1974M04,28.352
DPCCRA,1974M05,28.424
DPCCRA,1974M06,28.248
DPCCRA,1974M07,28.256
DPCCRA,1974M08,28.520
DPCCRA,1974M09,28.193
DPCCRA,1974M10,28.013
DPCCRA,1974M11,27.734
DPCCRA,1974M12,27.711
DPCCRA,1975M01,28.056
DPCCRA,1975M02,28.321
DPCCRA,1975M03,28.113
DPCCRA,1975M04,28.067
DPCCRA,1975M05,28.725
DPCCRA,1975M06,28.810
DPCCRA,1975M07,28.933
DPCCRA,1975M08,29.011
DPCCRA,1975M09,29.148
DPCCRA,1975M10,29.224
DPCCRA,1975M11,29.577
DPCCRA,1975M12,29.855
DPCCRA,1976M01,30.021
DPCCRA,1976M02,30.094
DPCCRA,1976M03,30.185
DPCCRA,1976M04,30.369
DPCCRA,1976M05,30.081
DPCCRA,1976M06,30.435
DPCCRA,1976M07,30.576
DPCCRA,1976M08,30.572
DPCCRA,1976M09,30.686
DPCCRA,1976M10,30.675
DPCCRA,1976M11,30.851
DPCCRA,1976M12,31.315
DPCCRA,1977M01,31.092
DPCCRA,1977M02,31.515
DPCCRA,1977M03,31.741
DPCCRA,1977M04,31.748
DPCCRA,1977M05,31.810
DPCCRA,1977M06,31.756
DPCCRA,1977M07,32.004
DPCCRA,1977M08,32.042
DPCCRA,1977M09,32.167
DPCCRA,1977M10,32.391
DPCCRA,1977M11,32.646
DPCCRA,1977M12,32.743
DPCCRA,1978M01,32.342
DPCCRA,1978M02,32.805
DPCCRA,1978M03,33.255
DPCCRA,1978M04,33.622
DPCCRA,1978M05,33.765
DPCCRA,1978M06,33.958
DPCCRA,1978M07,33.799
DPCCRA,1978M08,34.131
DPCCRA,1978M09,33.990
DPCCRA,1978M10,34.140
DPCCRA,1978M11,34.215
DPCCRA,1978M12,34.409
DPCCRA,1979M01,34.232
DPCCRA,1979M02,34.341
DPCCRA,1979M03,34.596
DPCCRA,1979M04,34.411
DPCCRA,1979M05,34.533
DPCCRA,1979M06,34.499
DPCCRA,1979M07,34.712
DPCCRA,1979M08,34.997
DPCCRA,1979M09,35.065
DPCCRA,1979M10,34.951
DPCCRA,1979M11,35.039
DPCCRA,1979M12,34.951
DPCCRA,1980M01,35.381
DPCCRA,1980M02,34.882
DPCCRA,1980M03,34.421
DPCCRA,1980M04,34.037
DPCCRA,1980M05,33.906
DPCCRA,1980M06,34.076
DPCCRA,1980M07,34.520
DPCCRA,1980M08,34.562
DPCCRA,1980M09,34.684
DPCCRA,1980M10,35.201
DPCCRA,1980M11,35.139
DPCCRA,1980M12,35.353
DPCCRA,1981M01,35.332
DPCCRA,1981M02,35.482
DPCCRA,1981M03,35.573
DPCCRA,1981M04,35.383
DPCCRA,1981M05,35.223
DPCCRA,1981M06,35.352
DPCCRA,1981M07,35.440
DPCCRA,1981M08,35.783
DPCCRA,1981M09,35.506
DPCCRA,1981M10,35.142
DPCCRA,1981M11,35.164
DPCCRA,1981M12,35.229
DPCCRA,1982M01,35.172
DPCCRA,1982M02,35.599
DPCCRA,1982M03,35.576
DPCCRA,1982M04,35.485
DPCCRA,1982M05,35.788
DPCCRA,1982M06,35.542
DPCCRA,1982M07,35.762
DPCCRA,1982M08,35.853
DPCCRA,1982M09,36.204
DPCCRA,1982M10,36.327
DPCCRA,1982M11,36.686
DPCCRA,1982M12,36.938
DPCCRA,1983M01,37.036
DPCCRA,1983M02,36.990
DPCCRA,1983M03,37.277
DPCCRA,1983M04,37.577
DPCCRA,1983M05,37.960
DPCCRA,1983M06,38.300
DPCCRA,1983M07,38.523
DPCCRA,1983M08,38.555
DPCCRA,1983M09,38.781
DPCCRA,1983M10,39.203
DPCCRA,1983M11,39.301
DPCCRA,1983M12,39.521
DPCCRA,1984M01,40.039
DPCCRA,1984M02,39.795
DPCCRA,1984M03,39.792
DPCCRA,1984M04,40.102
DPCCRA,1984M05,40.352
DPCCRA,1984M06,40.639
DPCCRA,1984M07,40.542
DPCCRA,1984M08,40.718
DPCCRA,1984M09,40.991
DPCCRA,1984M10,40.924
DPCCRA,1984M11,41.452
DPCCRA,1984M12,41.710
DPCCRA,1985M01,41.906
DPCCRA,1985M02,42.107
DPCCRA,1985M03,42.282
DPCCRA,1985M04,42.356
DPCCRA,1985M05,42.895
DPCCRA,1985M06,42.626
DPCCRA,1985M07,42.983
DPCCRA,1985M08,43.435
DPCCRA,1985M09,44.072
DPCCRA,1985M10,43.341
DPCCRA,1985M11,43.434
DPCCRA,1985M12,43.734
DPCCRA,1986M01,44.037
DPCCRA,1986M02,43.859
DPCCRA,1986M03,43.941
DPCCRA,1986M04,44.368
DPCCRA,1986M05,44.637
DPCCRA,1986M06,44.454
DPCCRA,1986M07,44.786
DPCCRA,1986M08,45.257
DPCCRA,1986M09,46.321
DPCCRA,1986M10,45.437
DPCCRA,1986M11,45.211
DPCCRA,1986M12,46.448
DPCCRA,1987M01,45.178
DPCCRA,1987M02,46.140
DPCCRA,1987M03,46.182
DPCCRA,1987M04,46.405
DPCCRA,1987M05,46.368
DPCCRA,1987M06,46.657
DPCCRA,1987M07,46.930
DPCCRA,1987M08,47.375
DPCCRA,1987M09,47.187
DPCCRA,1987M10,47.013
DPCCRA,1987M11,47.195
DPCCRA,1987M12,47.584
DPCCRA,1988M01,47.906
DPCCRA,1988M02,48.016
DPCCRA,1988M03,48.342
DPCCRA,1988M04,48.178
DPCCRA,1988M05,48.484
DPCCRA,1988M06,48.618
DPCCRA,1988M07,48.753
DPCCRA,1988M08,48.959
DPCCRA,1988M09,48.978
DPCCRA,1988M10,49.268
DPCCRA,1988M11,49.463
DPCCRA,1988M12,49.837
DPCCRA,1989M01,50.009
DPCCRA,1989M02,49.539
DPCCRA,1989M03,49.696
DPCCRA,1989M04,50.131
DPCCRA,1989M05,50.015
DPCCRA,1989M06,50.188
DPCCRA,1989M07,50.381
DPCCRA,1989M08,50.854
DPCCRA,1989M09,50.668
DPCCRA,1989M10,50.646
DPCCRA,1989M11,50.619
DPCCRA,1989M12,50.754
DPCCRA,1990M01,51.747
DPCCRA,1990M02,51.195
DPCCRA,1990M03,51.335
DPCCRA,1990M04,51.405
DPCCRA,1990M05,51.352
DPCCRA,1990M06,51.518
DPCCRA,1990M07,51.679
DPCCRA,1990M08,51.600
DPCCRA,1990M09,51.579
DPCCRA,1990M10,51.388
DPCCRA,1990M11,51.335
DPCCRA,1990M12,51.110
DPCCRA,1991M01,50.578
DPCCRA,1991M02,51.096
DPCCRA,1991M03,51.601
DPCCRA,1991M04,51.432
DPCCRA,1991M05,51.347
DPCCRA,1991M06,51.494
DPCCRA,1991M07,51.735
DPCCRA,1991M08,51.715
DPCCRA,1991M09,51.744
DPCCRA,1991M10,51.598
DPCCRA,1991M11,51.801
DPCCRA,1991M12,52.124
DPCCRA,1992M01,52.849
DPCCRA,1992M02,53.071
DPCCRA,1992M03,52.990
DPCCRA,1992M04,52.981
DPCCRA,1992M05,53.360
DPCCRA,1992M06,53.621
DPCCRA,1992M07,53.745
DPCCRA,1992M08,53.983
DPCCRA,1992M09,54.251
DPCCRA,1992M10,54.491
DPCCRA,1992M11,54.475
DPCCRA,1992M12,54.979
DPCCRA,1993M01,55.102
DPCCRA,1993M02,54.837
DPCCRA,1993M03,54.745
DPCCRA,1993M04,55.283
DPCCRA,1993M05,55.510
DPCCRA,1993M06,55.653
DPCCRA,1993M07,55.956
DPCCRA,1993M08,55.964
DPCCRA,1993M09,56.249
DPCCRA,1993M10,56.432
DPCCRA,1993M11,56.652
DPCCRA,1993M12,56.756
DPCCRA,1994M01,56.901
DPCCRA,1994M02,57.429
DPCCRA,1994M03,57.529
DPCCRA,1994M04,57.770
DPCCRA,1994M05,57.577
DPCCRA,1994M06,57.793
DPCCRA,1994M07,57.977
DPCCRA,1994M08,58.357
DPCCRA,1994M09,58.493
DPCCRA,1994M10,58.880
DPCCRA,1994M11,59.027
DPCCRA,1994M12,59.150
DPCCRA,1995M01,59.109
DPCCRA,1995M02,58.960
DPCCRA,1995M03,59.450
DPCCRA,1995M04,59.259
DPCCRA,1995M05,59.662
DPCCRA,1995M06,60.219
DPCCRA,1995M07,59.999
DPCCRA,1995M08,60.292
DPCCRA,1995M09,60.598
DPCCRA,1995M10,60.389
DPCCRA,1995M11,60.798
DPCCRA,1995M12,61.199
DPCCRA,1996M01,60.872
DPCCRA,1996M02,61.386
DPCCRA,1996M03,61.674
DPCCRA,1996M04,61.982
DPCCRA,1996M05,62.063
DPCCRA,1996M06,62.148
DPCCRA,1996M07,62.409
DPCCRA,1996M08,62.591
DPCCRA,1996M09,62.796
DPCCRA,1996M10,62.901
DPCCRA,1996M11,63.048
DPCCRA,1996M12,63.377
DPCCRA,1997M01,63.679
DPCCRA,1997M02,63.845
DPCCRA,1997M03,64.069
DPCCRA,1997M04,63.956
DPCCRA,1997M05,64.094
DPCCRA,1997M06,64.489
DPCCRA,1997M07,65.054
DPCCRA,1997M08,65.608
DPCCRA,1997M09,65.565
DPCCRA,1997M10,65.806
DPCCRA,1997M11,66.219
DPCCRA,1997M12,66.609
DPCCRA,1998M01,66.721
DPCCRA,1998M02,67.078
DPCCRA,1998M03,67.326
DPCCRA,1998M04,67.798
DPCCRA,1998M05,68.253
DPCCRA,1998M06,68.659
DPCCRA,1998M07,68.771
DPCCRA,1998M08,69.122
DPCCRA,1998M09,69.665
DPCCRA,1998M10,70.060
DPCCRA,1998M11,70.300
DPCCRA,1998M12,70.819
DPCCRA,1999M01,70.660
DPCCRA,1999M02,71.107
DPCCRA,1999M03,71.343
DPCCRA,1999M04,71.754
DPCCRA,1999M05,72.080
DPCCRA,1999M06,72.388
DPCCRA,1999M07,72.466
DPCCRA,1999M08,72.957
DPCCRA,1999M09,73.330
DPCCRA,1999M10,73.521
DPCCRA,1999M11,74.077
DPCCRA,1999M12,74.773
DPCCRA,2000M01,74.915
DPCCRA,2000M02,75.693
DPCCRA,2000M03,76.197
DPCCRA,2000M04,75.935
DPCCRA,2000M05,76.270
DPCCRA,2000M06,76.375
DPCCRA,2000M07,76.529
DPCCRA,2000M08,76.911
DPCCRA,2000M09,77.596
DPCCRA,2000M10,77.556
DPCCRA,2000M11,77.564
DPCCRA,2000M12,77.669
DPCCRA,2001M01,77.952
DPCCRA,2001M02,78.131
DPCCRA,2001M03,77.990
DPCCRA,2001M04,78.076
DPCCRA,2001M05,78.409
DPCCRA,2001M06,78.569
DPCCRA,2001M07,78.594
DPCCRA,2001M08,79.150
DPCCRA,2001M09,78.163
DPCCRA,2001M10,80.289
DPCCRA,2001M11,79.975
DPCCRA,2001M12,79.698
DPCCRA,2002M01,80.161
DPCCRA,2002M02,80.495
DPCCRA,2002M03,80.358
DPCCRA,2002M04,80.887
DPCCRA,2002M05,80.344
DPCCRA,2002M06,80.689
DPCCRA,2002M07,81.211
DPCCRA,2002M08,81.365
DPCCRA,2002M09,81.097
DPCCRA,2002M10,81.272
DPCCRA,2002M11,81.533
DPCCRA,2002M12,82.145
DPCCRA,2003M01,82.048
DPCCRA,2003M02,81.768
DPCCRA,2003M03,82.458
DPCCRA,2003M04,82.718
DPCCRA,2003M05,83.077
DPCCRA,2003M06,83.677
DPCCRA,2003M07,84.007
DPCCRA,2003M08,84.756
DPCCRA,2003M09,84.587
DPCCRA,2003M10,84.658
DPCCRA,2003M11,85.160
DPCCRA,2003M12,85.324
DPCCRA,2004M01,85.468
DPCCRA,2004M02,85.716
DPCCRA,2004M03,86.319
DPCCRA,2004M04,86.169
DPCCRA,2004M05,86.770
DPCCRA,2004M06,86.350
DPCCRA,2004M07,87.127
DPCCRA,2004M08,87.476
DPCCRA,2004M09,87.960
DPCCRA,2004M10,88.155
DPCCRA,2004M11,88.320
DPCCRA,2004M12,88.951
DPCCRA,2005M01,88.570
DPCCRA,2005M02,89.087
DPCCRA,2005M03,89.122
DPCCRA,2005M04,89.829
DPCCRA,2005M05,89.715
DPCCRA,2005M06,90.565
DPCCRA,2005M07,91.309
DPCCRA,2005M08,90.871
DPCCRA,2005M09,90.674
DPCCRA,2005M10,90.904
DPCCRA,2005M11,91.322
DPCCRA,2005M12,91.547
DPCCRA,2006M01,92.564
DPCCRA,2006M02,92.443
DPCCRA,2006M03,92.653
DPCCRA,2006M04,92.808
DPCCRA,2006M05,92.844
DPCCRA,2006M06,92.981
DPCCRA,2006M07,93.242
DPCCRA,2006M08,93.133
DPCCRA,2006M09,93.818
